30301,Switzerland,20-24,Male,Developer; Engineer; Programmer,Data scientist,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",3.5,85000,Cassandra; Hadoop; Java; JavaScript; Python; ReactJS; Scala,Cassandra; Python; Scala,No,Employed full-time,Telecommunications,"10,000+ employees",1,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars,Agree somewhat,Disagree completely,Poor documentation; Corporate policies; Unspecific requirements; Limited resources; Trying to be nice
30303,Ukraine,40-49,Male,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,45000,C#; JavaScript; SQL,C#; JavaScript,,Employed full-time,Software Products,500-999 employees,6,I'm somewhat satisfied with my job,Multiple times a day,,Star Wars,,,
30304,Pakistan,20-24,Male,Developer; Engineer; Programmer,Back-end web developer,Back-end web developer,1.5,5000,Android; AngularJS; C; C++; C#; Java; Node.js; PHP; SQL; SQL Server; Windows Phone; WordPress,Java; MongoDB; Node.js; Ruby,Yes,Employed full-time,Software Products,100-499 employees,1,I love my job,Multiple times a day,Cats,,Agree somewhat,Disagree completely,Poor documentation; Non-technical management; Changing requirements; Unspecific requirements
30305,Denmark,25-29,Male,Developer; Engineer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,3.5,5000,C#; Dart; Go; Python; SQL Server,C#; Go; SQL; SQL Server,Yes,I'm a student,,,,,Once a day,Dogs,Star Wars,Agree completely,Disagree completely,Unrealistic expectations; Changing requirements; Unspecific requirements
30306,Belgium,30-34,Male,Engineer; Sr. Developer; Full-stack Developer,Back-end web developer,Back-end web developer,3.5,,Java; Scala,Scala,No,Employed full-time,Defense,"10,000+ employees",0,I'm somewhat satisfied with my job,I never check-in or commit code,Cats,Star Wars,Agree somewhat,Disagree somewhat,Inefficient development processes; Unrealistic expectations; Non-technical management
30308,United States,35-39,Male,Developer; Programmer,Business intelligence or data warehousing expert,Business intelligence or data warehousing expert,1.5,55000,JavaScript; Node.js; Python; SQL; SQL Server; Visual Basic,Android; Cordova; Go; JavaScript; MongoDB; Node.js; Python; ReactJS; Redis; SQL; SQL Server; Visual Basic,Other (please specify),Employed full-time,Telecommunications,"10,000+ employees",2,I'm somewhat satisfied with my job,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",Dogs,Star Wars; Star Trek,Agree completely,Disagree somewhat,Inefficient development processes; Unrealistic expectations; Corporate policies; Outdated technologies; Non-technical management; Poor infrastructure or equipment; Limited resources
30309,Bulgaria,25-29,Male,Developer; Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,5000,Android; Arduino / Raspberry Pi; C#; iOS; Java; SQL; Swift; WordPress,C#,Yes,Employed full-time,Software Products,5-9 employees,1,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars; Star Trek,Agree completely,Agree completely,Poor team dynamics; Inefficient development processes; Poor documentation; Changing requirements; Unspecific requirements
30310,India,25-29,Male,Developer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,3.5,5000,Java; JavaScript; SQL,Arduino / Raspberry Pi; AngularJS; Hadoop; Java; JavaScript; SQL,No,Employed full-time,Software Products,"1,000-4,999 employees",1,I'm somewhat satisfied with my job,A couple times a week,Dogs,,Agree somewhat,Disagree completely,Unrealistic expectations; Non-technical management
30311,United States,20-24,Male,Rockstar; Ninja; Guru,Product manager,Product manager,0.5,125000,R,R,Yes,Employed full-time,Consumer Products,100-499 employees,3,I love my job,I never check-in or commit code,Dogs,,Agree completely,Disagree completely,Poor team dynamics; Unrealistic expectations; Poor documentation
30312,India,30-34,Male,Developer; Engineer; Programmer; Sr. Developer,Back-end web developer,Back-end web developer,8,45000,Java,Python; R,Yes,Employed full-time,Software Products,100-499 employees,0,I'm neither satisfied nor dissatisfied,Once a day,Dogs,Star Wars,Agree somewhat,Agree somewhat,Fragile code base; Poor documentation
30314,Germany,35-39,Male,Manager; Full Stack Overflow Developer; Hacker,Product manager,Product manager,13,45000,"Arduino / Raspberry Pi; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; Redis; SQL; SQL Server; Visual Basic","AngularJS; C#; Cassandra; Cloud (AWS, GAE, Azure, etc.); Hadoop; JavaScript; Node.js; Python; ReactJS",No,Freelance / Contractor,Web Services,10-19 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Trek,Agree completely,Agree completely,Unrealistic expectations; Corporate policies; Outdated technologies; Unspecific requirements; Limited resources
30316,Turkey,30-34,Male,Developer; Engineer; Programmer; Sr. Developer,Back-end web developer,Back-end web developer,3.5,15000,Java; JavaScript; SQL,AngularJS; C; C++; Java; JavaScript,No,Employed full-time,Software Products,"1,000-4,999 employees",0,I'm somewhat satisfied with my job,Multiple times a day,,Star Wars,,,
30317,India,20-24,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Hacker,Full-stack web developer,Full-stack web developer,3.5,,AngularJS; C; C++; C#; JavaScript; SQL; SQL Server,Android; AngularJS; C#; Hadoop; MongoDB; Node.js; Objective-C; ReactJS; Swift,Yes,Employed full-time,Web Services,20-99 employees,1,Other (please specify),Multiple times a day,Dogs,,Agree completely,Disagree completely,Poor team dynamics; Fragile code base; Unrealistic expectations; Outdated technologies; Trying to be nice
30320,Sweden,25-29,Male,Developer; Programmer,Back-end web developer,Back-end web developer,3.5,75000,C#; SQL Server,C#; F#; SQL Server,Yes,Employed full-time,Finance / Banking,500-999 employees,10,I'm somewhat satisfied with my job,Once a day,Cats,Star Wars,Agree somewhat,Disagree somewhat,Poor team dynamics; Inefficient development processes; Corporate policies
30321,Ukraine,25-29,Male,Developer; Programmer,Full-stack web developer,Full-stack web developer,1.5,15000,AngularJS; JavaScript; LAMP; PHP; SQL,AngularJS; CoffeeScript; Cordova; JavaScript; LAMP; MongoDB; Node.js; PHP,Yes,Employed full-time,Finance / Banking,20-99 employees,0,I'm neither satisfied nor dissatisfied,Multiple times a day,Cats,Star Wars,Agree somewhat,Agree somewhat,Poor documentation; Interacting with non-technical people; Poor infrastructure or equipment; Limited resources
30322,Greece,20-24,Male,Developer; Engineer; Full-stack Developer; Hacker,Enterprise level services developer,Enterprise level services developer,0.5,15000,Arduino / Raspberry Pi; C++; C#; Go; Java; Node.js; Python,Arduino / Raspberry Pi; C; C++; Go; Python; Scala; Spark,Other (please specify),Employed full-time,Software Products,"1,000-4,999 employees",0,I'm somewhat satisfied with my job,Multiple times a day,Cats,Star Wars,Agree completely,Agree completely,Poor documentation; Poor infrastructure or equipment; Limited resources
30323,Turkey,25-29,Male,Developer; Programmer; Rockstar,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",8,,iOS; Objective-C; Swift,iOS; JavaScript; PHP; Swift,Yes,Employed full-time,Consumer Products,5-9 employees,1,I love my job,Multiple times a day,Cats,Star Trek,Agree completely,Neutral,Poor team dynamics; Inefficient development processes
30325,France,35-39,Male,Developer; Engineer; Programmer; Sr. Developer; Manager,Full-stack web developer,Full-stack web developer,13,,C#; JavaScript; SQL Server,C#; SQL Server; Windows Phone,No,Employed full-time,Software Products,10-19 employees,2,I'm somewhat satisfied with my job,A few times a month,,Star Wars,Agree completely,Disagree completely,Poor scheduling; Poor documentation; Limited resources
30326,Russian Federation,25-29,Female,Developer; Programmer,Back-end web developer,Back-end web developer,8,15000,LAMP; PHP; SQL,Android; Java; LAMP; PHP; Python; SQL,No,Employed full-time,Media / Advertising,I am not sure,I'm not sure,I love my job,Multiple times a day,Cats,Star Wars,Agree completely,Disagree completely,Poor scheduling; Changing requirements
30327,Finland,25-29,Male,Developer; Programmer; Full-stack Developer; Hacker,Growth hacker,Growth hacker,3.5,55000,Java; JavaScript,C; JavaScript; Python; Swift,Yes,Employed full-time,Consulting,100-499 employees,1,I love my job,Once a day,Other (please specify),Star Wars; Star Trek,Agree completely,Disagree completely,Corporate policies; Interacting with stupid people; Limited resources
30329,Italy,25-29,Male,Engineer,Back-end web developer,Back-end web developer,8,25000,MongoDB; Python; SQL,Python,Yes,Employed full-time,Consulting,20-99 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Cats,Star Trek,Agree somewhat,Disagree somewhat,Poor team dynamics; Poor documentation; Non-technical management
30330,United States,20-24,Male,Developer; Engineer; Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,95000,Android; iOS; Java,Android; iOS; Java; Swift,Yes,Employed full-time,Consumer Products,"10,000+ employees",1,I'm somewhat satisfied with my job,Multiple times a day,Dogs,,,,
30331,Estonia,< 20,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,Full-stack web developer,Full-stack web developer,1.5,5000,AngularJS; JavaScript; PHP; SQL; SQL Server,Node.js; ReactJS,No,Employed full-time,Web Services,10-19 employees,0,I love my job,Multiple times a day,Cats,Star Wars,Agree completely,Agree somewhat,Inefficient development processes; Poor documentation; Outdated technologies
30332,Indonesia,25-29,Male,Engineer; Programmer; Sr. Developer; Ninja; Full-stack Developer,Full-stack web developer,Full-stack web developer,3.5,45000,AngularJS; Java; JavaScript; Node.js; SQL,Hadoop; Haskell; Python; Swift,Yes,Freelance / Contractor,Other (please specify),"10,000+ employees",0,I'm somewhat satisfied with my job,Once a day,Dogs,Star Wars,Agree completely,Agree completely,Outdated technologies; Poor infrastructure or equipment; Unspecific requirements
30333,Ukraine,25-29,Male,,Full-stack web developer,Full-stack web developer,1.5,,Android; AngularJS; iOS; Java; JavaScript; Python; Swift,Go; PHP; WordPress,Yes,Employed full-time,Web Services,10-19 employees,1,I love my job,A couple times a week,Cats,Star Wars,Agree completely,Disagree completely,Poor documentation; Changing requirements; Limited resources
30334,Germany,30-34,Male,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,Embedded application developer,Embedded application developer,8,,C++; JavaScript; PHP; SQL; WordPress,Android; C++; C#; Go; iOS; JavaScript; Node.js; PHP; Python; Swift; Windows Phone,Yes,Employed full-time,Automotive,I am not sure,1,I love my job,Multiple times a day,,Star Wars,Agree completely,Disagree somewhat,
30335,Pakistan,20-24,Male,Developer; Engineer; Programmer,Back-end web developer,Back-end web developer,1.5,5000,Java,AngularJS; Java; JavaScript; Node.js,Yes,Employed full-time,Software Products,20-99 employees,7,I love my job,Once a day,Dogs,,Agree completely,Disagree completely,
30336,Russian Federation,25-29,Male,Developer,Back-end web developer,Back-end web developer,3.5,15000,Java; SQL,Android; Java; Python; SQL,Other (please specify),Employed full-time,Government,100-499 employees,2,I'm somewhat dissatisfied with my job,A couple times a week,Other (please specify),,Agree somewhat,Disagree completely,Outdated technologies; Trying to be nice
30337,Costa Rica,30-34,Male,Engineer; Manager; Rockstar; Full-stack Developer,Full-stack web developer,Full-stack web developer,13,65000,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; SQL Server; WordPress",AngularJS; C#; CoffeeScript; iOS; Node.js; Swift,Yes,Employed full-time,Healthcare,"10,000+ employees",10,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars; Star Trek,Agree completely,Agree completely,Inefficient development processes; Fragile code base; Poor scheduling; Unrealistic expectations; Poor documentation; Corporate policies; Poor infrastructure or equipment; Unspecific requirements; Limited resources
30338,India,25-29,Male,Developer; Ninja,Full-stack web developer,Full-stack web developer,3.5,45000,"C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; Redis","Cloud (AWS, GAE, Azure, etc.); Go; Hadoop; Java; Python; Redis",Yes,Employed full-time,Education,100-499 employees,1,I love my job,Once a day,Other (please specify),Star Wars,Agree completely,Agree completely,Poor documentation; Outdated technologies; Interacting with stupid people; Changing requirements
30339,Turkey,35-39,Male,Developer; Programmer,Desktop developer,Desktop developer,13,15000,iOS; Objective-C,iOS; Objective-C; Swift,Yes,Employed full-time,Software Products,5-9 employees,0,I'm somewhat dissatisfied with my job,Multiple times a day,Dogs,Star Wars,Agree completely,Agree somewhat,Outdated technologies; Non-technical management; Interacting with stupid people
30340,United States,20-24,Male,Developer; Engineer; Programmer; Full-stack Developer; Hacker,Full-stack web developer,Full-stack web developer,8,75000,CoffeeScript; JavaScript; MongoDB; Python; Ruby; SQL,CoffeeScript; Python; Ruby; Rust,Yes,Prefer not to disclose,Other (please specify),1-4 employees,0,I love my job,Multiple times a day,Cats,Star Wars,Agree completely,Disagree completely,Inefficient development processes; Unrealistic expectations; Poor infrastructure or equipment
30341,Germany,50-59,Male,Engineer; Programmer; Sr. Developer,Desktop developer,Desktop developer,13,55000,C#; SQL,C#; SQL,No,Freelance / Contractor,Software Products,5-9 employees,1,I love my job,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",,,,,
30342,Malaysia,20-24,Male,Developer; Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",0.5,5000,Android; C#; iOS; Java,Android,No,Employed full-time,Finance / Banking,"1,000-4,999 employees",3,I'm neither satisfied nor dissatisfied,Once a day,Dogs,Star Wars,Agree somewhat,Disagree completely,Fragile code base; Interacting with stupid people
30343,United States,25-29,Male,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,95000,AngularJS; C#; JavaScript; SQL; SQL Server; Visual Basic,AngularJS; C#; JavaScript; Node.js; ReactJS; SQL; SQL Server,Other (please specify),Employed full-time,Consulting,"10,000+ employees",1,I'm somewhat dissatisfied with my job,Multiple times a day,Cats,Star Wars,Agree completely,Disagree completely,Poor scheduling; Unrealistic expectations
30344,India,25-29,Male,Programmer,Back-end web developer,Back-end web developer,3.5,15000,Python,Java; Python; R,No,Employed full-time,Software Products,20-99 employees,3,I'm somewhat satisfied with my job,A couple times a week,Cats,Star Wars,Agree somewhat,Disagree completely,Poor documentation; Interacting with non-technical people; Trying to be nice
30345,Czech Republic,30-34,Male,Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer,Full-stack web developer,Full-stack web developer,8,,AngularJS; Java; JavaScript; Node.js; ReactJS; SQL,Java; Node.js; ReactJS,Yes,Employed full-time,Software Products,500-999 employees,2,I'm somewhat satisfied with my job,Multiple times a day,Other (please specify),Star Wars; Star Trek,Neutral,Neutral,Poor scheduling; Changing requirements; Unspecific requirements
30346,India,30-34,Male,Developer; Programmer; Sr. Developer; Manager; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,15000,JavaScript; LAMP; MongoDB; Perl; PHP; Salesforce; SQL,"AngularJS; Cloud (AWS, GAE, Azure, etc.); Node.js; Salesforce",Yes,Employed full-time,Software Products,"10,000+ employees",4,I love my job,Multiple times a day,Dogs,,,,
30347,Germany,30-34,Male,Developer; Programmer; Hacker,Developer with a statistics or mathematics background,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",8,,C++; Python,C++; Python,Yes,Employed full-time,Aerospace,"5,000-9,999 employees",0,I'm neither satisfied nor dissatisfied,Multiple times a day,Cats,,,,
30348,Iran,25-29,Male,Developer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1.5,,Android,Android,Yes,Employed part-time,,,,,,,,,,
30351,Uganda,25-29,Male,Developer; Engineer; Programmer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,,Android; C#; Java; JavaScript; PHP; SQL; WordPress,Arduino / Raspberry Pi; Hadoop; MongoDB; Objective-C; Python; Ruby; Scala; Swift,Yes,Unemployed,,,,,Multiple times a day,Dogs,Star Trek,Agree completely,Agree somewhat,Inefficient development processes; Interacting with non-technical people; Poor infrastructure or equipment; Limited resources
30355,,40-49,Male,Developer; Programmer,Full-stack web developer,Full-stack web developer,8,25000,C#; Java; JavaScript; SQL; SQL Server,Android; iOS; Java; PHP; Python,Yes,Employed full-time,Media / Advertising,"1,000-4,999 employees",1,I love my job,Once a day,Dogs,Star Trek,Agree completely,Agree somewhat,Poor documentation; Corporate policies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements; Limited resources
30356,Italy,30-34,Male,Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,25000,AngularJS; JavaScript; Node.js; PHP; Python; ReactJS; SQL,Cassandra; Java; Node.js; ReactJS,No,Freelance / Contractor,Web Services,1-4 employees,1,I love my job,Multiple times a day,Dogs,Star Trek,Agree completely,Disagree completely,Unrealistic expectations; Interacting with stupid people; Changing requirements; Unspecific requirements; Limited resources
30358,India,25-29,Female,Developer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1.5,5000,iOS; Objective-C,iOS; Objective-C,Yes,Employed full-time,,,,,,,,,,
30359,Philippines,25-29,Female,Developer; Programmer; Ninja,Desktop developer,Desktop developer,3.5,5000,C#; JavaScript; PHP; SQL; Visual Basic,Android; iOS; Java; JavaScript; SharePoint; Visual Basic; WordPress,No,Employed full-time,Other (please specify),100-499 employees,1,I'm somewhat dissatisfied with my job,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",Dogs,Star Trek,Agree somewhat,Disagree somewhat,Unrealistic expectations; Poor documentation; Limited resources
30360,India,25-29,Male,Developer; Engineer; Programmer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1.5,5000,Objective-C,,No,Employed full-time,Consulting,20-99 employees,1,I'm somewhat satisfied with my job,Once a day,Dogs,Star Wars,Agree completely,Disagree completely,
30361,United States,30-34,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,Back-end web developer,Back-end web developer,8,125000,AngularJS; C#; JavaScript; Node.js; Redis; SQL,AngularJS; C#; JavaScript; Node.js; Redis,No,Employed full-time,Software Products,100-499 employees,3,I'm somewhat satisfied with my job,A couple times a week,,,Agree completely,Disagree completely,Poor team dynamics; Inefficient development processes; Fragile code base
30362,Poland,35-39,Male,Engineer; Programmer; Sr. Developer; Full-stack Developer,Embedded application developer,Embedded application developer,13,35000,C; C++; C#; Java; Python; SQL Server,C; C++; Java,No,Employed full-time,Telecommunications,"10,000+ employees",2,I love my job,Once a day,Cats,Star Wars,Agree completely,Disagree somewhat,
30363,Turkey,25-29,Prefer not to disclose,Developer; Engineer; Programmer; Full-stack Developer,Business intelligence or data warehousing expert,Business intelligence or data warehousing expert,3.5,15000,AngularJS; CoffeeScript; Hadoop; JavaScript; Python; SQL,AngularJS; CoffeeScript; Hadoop; JavaScript; Python; Spark,Yes,Employed full-time,Telecommunications,20-99 employees,2,I'm neither satisfied nor dissatisfied,Multiple times a day,Other (please specify),,Agree completely,Disagree completely,Poor team dynamics; Unrealistic expectations; Trying to be nice
30364,Ukraine,20-24,Male,Developer; Programmer; Ninja; Full-stack Developer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1.5,5000,C; iOS; Objective-C; PHP; SQL; Swift,MongoDB; Swift,Yes,Employed full-time,Internet,10-19 employees,1,I love my job,Multiple times a day,Cats,Star Wars; Star Trek,Agree somewhat,Agree completely,Limited resources
30365,Ukraine,20-24,Male,Developer; Engineer; Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,5000,Android; Java; SQL,Android; Java; SQL,Yes,Employed full-time,Software Products,10-19 employees,1,I'm somewhat satisfied with my job,A couple times a week,Cats,Star Trek,Agree completely,Neutral,Fragile code base; Outdated technologies; Changing requirements
30367,United States,30-34,Male,Sr. Developer,Full-stack web developer,Full-stack web developer,8,,C#; Ruby; SQL; SQL Server,,No,Employed full-time,,,,,,,,,,
30370,France,25-29,Male,Programmer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,,Android; Arduino / Raspberry Pi; C; Java; Ruby,Android; Java; Ruby,Yes,Self-employed,Foundation / Non-Profit,1-4 employees,0,I love my job,Multiple times a day,Dogs,Star Wars,Agree completely,Agree completely,Inefficient development processes; Fragile code base; Non-technical management; Interacting with non-technical people
30371,Russian Federation,30-34,Male,Developer; Programmer,Desktop developer,Desktop developer,,5000,Android; C#; iOS; Java; JavaScript; Objective-C; PHP; SQL; SQL Server; Windows Phone,Android; C#; iOS; Java; JavaScript; Objective-C; PHP; SQL; SQL Server; Windows Phone,No,Employed full-time,Software Products,20-99 employees,0,I'm somewhat satisfied with my job,Once a day,Dogs,Star Wars,Agree completely,Disagree completely,Inefficient development processes; Corporate policies
30374,Slovenia,25-29,Male,Engineer; Sr. Developer,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",8,,PHP; Python,JavaScript; MongoDB; Python,Yes,Freelance / Contractor,Other (please specify),10-19 employees,0,I love my job,,,,,,
30375,Vietnam,20-24,Male,Developer; Engineer; Programmer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,5000,Android; iOS; Java; Objective-C,Android; Arduino / Raspberry Pi; Go; iOS; Java; Objective-C; Swift,Yes,Employed full-time,,,,,,,,,,
30376,Finland,25-29,Male,Developer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,3.5,45000,Java; Ruby,Android; iOS; Ruby,Other (please specify),Employed full-time,Finance / Banking,"5,000-9,999 employees",3,I love my job,Multiple times a day,Cats,Star Wars,Neutral,Disagree completely,Poor team dynamics; Unspecific requirements; Limited resources
30378,Poland,30-34,Male,Developer; Expert,Desktop developer,Desktop developer,3.5,25000,C#; SQL; SQL Server,Android; C#; iOS; Python; SQL; SQL Server; Swift,Yes,Self-employed,Government,20-99 employees,1,I'm somewhat dissatisfied with my job,Once a day,Dogs,Star Wars,Agree completely,Agree somewhat,Fragile code base; Poor scheduling; Poor documentation; Outdated technologies; Interacting with non-technical people; Unspecific requirements; Limited resources
30379,United States,30-34,Male,Developer; Engineer; Programmer; Sr. Developer,Desktop developer,Desktop developer,8,155000,C++; C#; SQL; SQL Server; Visual Basic,Android; C; C++; C#; iOS; Objective-C; Windows Phone,No,Employed full-time,Software Products,5-9 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Dogs,,Agree completely,Disagree completely,Poor team dynamics; Fragile code base; Unspecific requirements
30380,Croatia,25-29,Female,Engineer; Programmer,Data scientist,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",3.5,25000,C++,C++; MATLAB; Python,Yes,Freelance / Contractor,Software Products,100-499 employees,1,I love my job,A few times a month,Cats,,,,
30381,United States,25-29,Male,Developer; Engineer; Programmer; Rockstar; Ninja; Guru; Expert,Graphics programmer,Graphics programmer,8,165000,C++,C++,Yes,Employed full-time,Software Products,"10,000+ employees",11+,I love my job,A few times a month,Cats,,Agree completely,Disagree completely,Inefficient development processes; Fragile code base; Limited resources
30382,Ukraine,20-24,Male,Developer,Full-stack web developer,Full-stack web developer,1.5,15000,JavaScript; Python; SQL,Python,No,Employed full-time,Software Products,10-19 employees,1,I'm somewhat satisfied with my job,A couple times a week,Dogs,Star Wars,Agree somewhat,Disagree somewhat,Unrealistic expectations; Changing requirements; Unspecific requirements
30383,Germany,25-29,Male,Programmer,Enterprise level services developer,Enterprise level services developer,3.5,15000,C#,C++; C#,Yes,I'm a student,,,,,A couple times a week,Dogs,,Agree completely,Disagree somewhat,Fragile code base; Poor documentation; Unspecific requirements
30385,United Kingdom,30-34,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,65000,Android; Arduino / Raspberry Pi; Java; Scala,Android; C#; Dart; Java; SQL; SQL Server,Yes,Employed full-time,Consulting,"10,000+ employees",5,I love my job,Multiple times a day,Dogs,Star Wars,Agree completely,Disagree completely,Inefficient development processes; Poor scheduling; Unrealistic expectations; Changing requirements
30386,Romania,25-29,Male,Sr. Developer,Back-end web developer,Back-end web developer,8,15000,C#; SQL Server,C#; MongoDB; Node.js; SQL Server,Yes,Employed full-time,Healthcare,20-99 employees,3,I'm neither satisfied nor dissatisfied,A couple times a week,Dogs,Star Trek,Agree completely,Disagree completely,Inefficient development processes; Fragile code base; Poor scheduling; Poor documentation; Changing requirements; Unspecific requirements; Limited resources
30387,India,20-24,Female,Developer,Back-end web developer,Back-end web developer,1.5,210000,JavaScript; PHP,WordPress,No,Employed full-time,Education,10-19 employees,3,I'm neither satisfied nor dissatisfied,Multiple times a day,Dogs,,,,
30388,Poland,30-34,Male,Developer; Programmer; Full-stack Developer,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",8,15000,"Cloud (AWS, GAE, Azure, etc.); LAMP; PHP; SQL",Go; PHP,No,Self-employed,Media / Advertising,10-19 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars,Agree somewhat,Disagree completely,Fragile code base; Poor documentation; Unspecific requirements; Limited resources; Trying to be nice
30389,Sweden,30-34,Male,Developer; Sr. Developer; Ninja; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,45000,AngularJS; C#; JavaScript; SharePoint; SQL; SQL Server,Android; Arduino / Raspberry Pi; AngularJS; C#; F#; Haskell; JavaScript; Node.js; Perl; PHP; Python; R; SharePoint; SQL; SQL Server,Yes,Employed full-time,Government,"5,000-9,999 employees",1,I'm somewhat satisfied with my job,Multiple times a day,Cats,Star Wars; Star Trek,Agree completely,Disagree somewhat,Unrealistic expectations; Corporate policies; Non-technical management
30390,Spain,30-34,Male,Developer; Manager,Full-stack web developer,Full-stack web developer,8,35000,AngularJS; C++; Java; JavaScript; Node.js; Python; SQL; WordPress,AngularJS; Cassandra; JavaScript; MongoDB; Node.js; Python; ReactJS; Rust; SQL; Swift,No,Employed full-time,Software Products,5-9 employees,0,I love my job,Multiple times a day,Dogs,Star Wars,Agree completely,Disagree completely,Inefficient development processes; Fragile code base; Unrealistic expectations
30391,Zimbabwe,25-29,Male,Developer; Programmer; Sr. Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,3.5,15000,C#; JavaScript; SQL Server; Visual Basic,Android; AngularJS; JavaScript; MongoDB; Node.js; Python,Yes,Employed full-time,Finance / Banking,20-99 employees,0,I'm neither satisfied nor dissatisfied,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",,,,,
30392,Italy,40-49,Male,Engineer; Sr. Developer,Full-stack web developer,Full-stack web developer,13,45000,Java; JavaScript,AngularJS; Java; JavaScript,Other (please specify),Employed full-time,Healthcare,5-9 employees,2,I'm somewhat satisfied with my job,A couple times a week,Dogs,,Agree completely,Disagree completely,Inefficient development processes; Poor scheduling; Unrealistic expectations; Poor documentation; Non-technical management; Limited resources
30393,Germany,25-29,Male,Developer; Engineer; Programmer; Ninja; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,55000,AngularJS; Java; JavaScript,AngularJS; Java; JavaScript; Node.js,Yes,Employed full-time,Software Products,20-99 employees,0,I love my job,Multiple times a day,,Star Wars,Agree completely,Disagree completely,Interacting with stupid people; Unspecific requirements; Limited resources
30394,United Kingdom,25-29,Male,Developer; Programmer,Back-end web developer,Back-end web developer,1.5,55000,Java; SQL,Haskell; Java,Yes,Employed full-time,Retail,1-4 employees,1,I'm somewhat satisfied with my job,Multiple times a day,Cats,Star Wars,Agree completely,Neutral,Fragile code base; Unrealistic expectations; Changing requirements; Limited resources
30395,Nigeria,25-29,Male,Developer; Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,15000,Android; Java; PHP; WordPress,Android; iOS; Java; PHP; Python; Swift; WordPress,No,Employed full-time,Media / Advertising,100-499 employees,2,I love my job,A couple times a week,Dogs,Star Wars,Agree completely,Disagree completely,Poor documentation; Interacting with non-technical people; Limited resources
